gen_coord canon_pos region
99760871 1467 exon
99760870 1468 exon
99760869 1469 exon
99760868 1470 exon
99760867 1471 exon
99760866 1472 exon
99760865 1473 exon
99760864 1474 exon
99760863 1475 exon
99760862 1476 exon
99760861 1477 exon
99760860 1478 exon
99760859 1479 exon
99760858 1480 exon
99760857 1481 exon
99760856 1482 exon
99760855 1483 exon
99760854 1484 exon
99760853 1485 exon
99760852 1486 exon
99760851 1487 exon
99760850 1488 exon
99760849 1489 exon
99760848 1490 exon
99760847 1491 exon
99760846 1492 exon
99760845 1493 exon
99760844 1494 exon
99760843 1495 exon
99760842 1496 exon
99760841 1497 exon
99760840 1498 exon
99760839 1499 exon
99760838 1500 exon
99760837 1501 exon
99760836 1502 exon
99760835 1503 exon
99760834 1504 exon
99760833 1505 exon
99760832 1506 exon
99760831 1507 exon
99760830 1508 exon
99760829 1509 exon
99760828 1510 exon
99760827 1511 exon
99760826 1512 exon
99760825 1513 exon
99760824 1514 exon
99760823 1515 exon
99760822 1516 exon
99760821 1517 exon
99760820 1518 exon
99760819 1519 exon
99758228 1520 exon
99758227 1521 exon
99758226 1522 exon
99758225 1523 exon
99758224 1524 exon
99758223 1525 exon
99758222 1526 exon
99758221 1527 exon
99758220 1528 exon
99758219 1529 exon
99758218 1530 exon
99758217 1531 exon
99758216 1532 exon
99758215 1533 exon
99758214 1534 exon
99758213 1535 exon
99758212 1536 exon
99758211 1537 exon
99758210 1538 exon
99758209 1539 exon
99758208 1540 exon
99758207 1541 exon
99758206 1542 exon
99758205 1543 exon
99758204 1544 exon
99758203 1545 exon
99758202 1546 exon
99758201 1547 exon
99758200 1548 exon
99758199 1549 exon
99758198 1550 exon
99758197 1551 exon
99758196 1552 exon
99758195 1553 exon
99758194 1554 exon
99758193 1555 exon
99758192 1556 exon
99758191 1557 exon
99758190 1558 exon
99758189 1559 exon
99758188 1560 exon
99758187 1561 exon
99758186 1562 exon
99758185 1563 exon
99758184 1564 exon
99758183 1565 exon
99758182 1566 exon
99758181 1567 exon
99758180 1568 exon
99758179 1569 exon
99758178 1570 exon
99758177 1571 exon
99758176 1572 exon
99758175 1573 exon
99758174 1574 exon
99758173 1575 exon
99758172 1576 exon
99758171 1577 exon
99758170 1578 exon
99758169 1579 exon
99758168 1580 exon
99758167 1581 exon
99758166 1582 exon
99758165 1583 exon
99758164 1584 exon
99758163 1585 exon
99758162 1586 exon
99758161 1587 exon
99758160 1588 exon
99758159 1589 exon
99758158 1590 exon
99758157 1591 exon
99758156 1592 exon
99758155 1593 exon
99758154 1594 exon
99758153 1595 exon
99758152 1596 exon
99758151 1597 exon
99758150 1598 exon
99758149 1599 exon
99758148 1600 exon
99758147 1601 exon
99758146 1602 exon
99758145 1603 exon
99758144 1604 exon
99758143 1605 exon
99758142 1606 exon
99758141 1607 exon
99758140 1608 exon
99758139 1609 exon
99758138 1610 exon
99758137 1611 exon
99758136 1612 exon
99758135 1613 exon
99758134 1614 exon
99758133 1615 exon
99758132 1616 3'UTR
99758131 1617 3'UTR
99758130 1618 3'UTR
99758129 1619 3'UTR
99758128 1620 3'UTR
99758127 1621 3'UTR
99758126 1622 3'UTR
99758125 1623 3'UTR
99758124 1624 3'UTR
99758123 1625 3'UTR
99758122 1626 3'UTR
99758121 1627 3'UTR
99758120 1628 3'UTR
99758119 1629 3'UTR
99758118 1630 3'UTR
99758117 1631 3'UTR
99758116 1632 3'UTR
99758115 1633 3'UTR
99758114 1634 3'UTR
99758113 1635 3'UTR
99758112 1636 3'UTR
99758111 1637 3'UTR
99758110 1638 3'UTR
99758109 1639 3'UTR
99758108 1640 3'UTR
99758107 1641 3'UTR
99758106 1642 3'UTR
99758105 1643 3'UTR
99758104 1644 3'UTR
99758103 1645 3'UTR
99758102 1646 3'UTR
99758101 1647 3'UTR
99758100 1648 3'UTR
99758099 1649 3'UTR
99758098 1650 3'UTR
99758097 1651 3'UTR
99758096 1652 3'UTR
99758095 1653 3'UTR
99758094 1654 3'UTR
99758093 1655 3'UTR
99758092 1656 3'UTR
99758091 1657 3'UTR
99758090 1658 3'UTR
99758089 1659 3'UTR
99758088 1660 3'UTR
99758087 1661 3'UTR
99758086 1662 3'UTR
99758085 1663 3'UTR
99758084 1664 3'UTR
99758083 1665 3'UTR
99758082 1666 3'UTR
99758081 1667 3'UTR
99758080 1668 3'UTR
99758079 1669 3'UTR
99758078 1670 3'UTR
99758077 1671 3'UTR
99758076 1672 3'UTR
99758075 1673 3'UTR
99758074 1674 3'UTR
99758073 1675 3'UTR
99758072 1676 3'UTR
99758071 1677 3'UTR
99758070 1678 3'UTR
99758069 1679 3'UTR
99758068 1680 3'UTR
99758067 1681 3'UTR
99758066 1682 3'UTR
99758065 1683 3'UTR
99758064 1684 3'UTR
99758063 1685 3'UTR
99758062 1686 3'UTR
99758061 1687 3'UTR
99758060 1688 3'UTR
99758059 1689 3'UTR
99758058 1690 3'UTR
99758057 1691 3'UTR
99758056 1692 3'UTR
99758055 1693 3'UTR
99758054 1694 3'UTR
99758053 1695 3'UTR
99758052 1696 3'UTR
99758051 1697 3'UTR
99758050 1698 3'UTR
99758049 1699 3'UTR
99758048 1700 3'UTR
99758047 1701 3'UTR
99758046 1702 3'UTR
99758045 1703 3'UTR
99758044 1704 3'UTR
99758043 1705 3'UTR
99758042 1706 3'UTR
99758041 1707 3'UTR
99758040 1708 3'UTR
99758039 1709 3'UTR
99758038 1710 3'UTR
99758037 1711 3'UTR
99758036 1712 3'UTR
99758035 1713 3'UTR
99758034 1714 3'UTR
99758033 1715 3'UTR
99758032 1716 3'UTR
99758031 1717 3'UTR
99758030 1718 3'UTR
99758029 1719 3'UTR
99758028 1720 3'UTR
99758027 1721 3'UTR
99758026 1722 3'UTR
99758025 1723 3'UTR
99758024 1724 3'UTR
99758023 1725 3'UTR
99758022 1726 3'UTR
99758021 1727 3'UTR
99758020 1728 3'UTR
99758019 1729 3'UTR
99758018 1730 3'UTR
99758017 1731 3'UTR
99758016 1732 3'UTR
99758015 1733 3'UTR
99758014 1734 3'UTR
99758013 1735 3'UTR
99758012 1736 3'UTR
99758011 1737 3'UTR
99758010 1738 3'UTR
99758009 1739 3'UTR
99758008 1740 3'UTR
99758007 1741 3'UTR
99758006 1742 3'UTR
99758005 1743 3'UTR
99758004 1744 3'UTR
99758003 1745 3'UTR
99758002 1746 3'UTR
99758001 1747 3'UTR
99758000 1748 3'UTR
99757999 1749 3'UTR
99757998 1750 3'UTR
99757997 1751 3'UTR
99757996 1752 3'UTR
99757995 1753 3'UTR
99757994 1754 3'UTR
99757993 1755 3'UTR
99757992 1756 3'UTR
99757991 1757 3'UTR
99757990 1758 3'UTR
99757989 1759 3'UTR
99757988 1760 3'UTR
99757987 1761 3'UTR
99757986 1762 3'UTR
99757985 1763 3'UTR
99757984 1764 3'UTR
99757983 1765 3'UTR
99757982 1766 3'UTR
99757981 1767 3'UTR
99757980 1768 3'UTR
99757979 1769 3'UTR
99757978 1770 3'UTR
99757977 1771 3'UTR
99757976 1772 3'UTR
99757975 1773 3'UTR
99757974 1774 3'UTR
99757973 1775 3'UTR
99757972 1776 3'UTR
99757971 1777 3'UTR
99757970 1778 3'UTR
99757969 1779 3'UTR
99757968 1780 3'UTR
99757967 1781 3'UTR
99757966 1782 3'UTR
99757965 1783 3'UTR
99757964 1784 3'UTR
99757963 1785 3'UTR
99757962 1786 3'UTR
99757961 1787 3'UTR
99757960 1788 3'UTR
99757959 1789 3'UTR
99757958 1790 3'UTR
99757957 1791 3'UTR
99757956 1792 3'UTR
99757955 1793 3'UTR
99757954 1794 3'UTR
99757953 1795 3'UTR
99757952 1796 3'UTR
99757951 1797 3'UTR
99757950 1798 3'UTR
99757949 1799 3'UTR
99757948 1800 3'UTR
99757947 1801 3'UTR
99757946 1802 3'UTR
99757945 1803 3'UTR
99757944 1804 3'UTR
99757943 1805 3'UTR
99757942 1806 3'UTR
99757941 1807 3'UTR
99757940 1808 3'UTR
99757939 1809 3'UTR
99757938 1810 3'UTR
99757937 1811 3'UTR
99757936 1812 3'UTR
99757935 1813 3'UTR
99757934 1814 3'UTR
99757933 1815 3'UTR
99757932 1816 3'UTR
99757931 1817 3'UTR
99757930 1818 3'UTR
99757929 1819 3'UTR
99757928 1820 3'UTR
99757927 1821 3'UTR
99757926 1822 3'UTR
99757925 1823 3'UTR
99757924 1824 3'UTR
99757923 1825 3'UTR
99757922 1826 3'UTR
99757921 1827 3'UTR
99757920 1828 3'UTR
99757919 1829 3'UTR
99757918 1830 3'UTR
99757917 1831 3'UTR
99757916 1832 3'UTR
99757915 1833 3'UTR
99757914 1834 3'UTR
99757913 1835 3'UTR
99757912 1836 3'UTR
99757911 1837 3'UTR
99757910 1838 3'UTR
99757909 1839 3'UTR
99757908 1840 3'UTR
99757907 1841 3'UTR
99757906 1842 3'UTR
99757905 1843 3'UTR
99757904 1844 3'UTR
99757903 1845 3'UTR
99757902 1846 3'UTR
99757901 1847 3'UTR
99757900 1848 3'UTR
99757899 1849 3'UTR
99757898 1850 3'UTR
99757897 1851 3'UTR
99757896 1852 3'UTR
99757895 1853 3'UTR
99757894 1854 3'UTR
99757893 1855 3'UTR
99757892 1856 3'UTR
99757891 1857 3'UTR
99757890 1858 3'UTR
99757889 1859 3'UTR
99757888 1860 3'UTR
99757887 1861 3'UTR
99757886 1862 3'UTR
99757885 1863 3'UTR
99757884 1864 3'UTR
99757883 1865 3'UTR
99757882 1866 3'UTR
99757881 1867 3'UTR
99757880 1868 3'UTR
99757879 1869 3'UTR
99757878 1870 3'UTR
99757877 1871 3'UTR
99757876 1872 3'UTR
99757875 1873 3'UTR
99757874 1874 3'UTR
99757873 1875 3'UTR
99757872 1876 3'UTR
99757871 1877 3'UTR
99757870 1878 3'UTR
99757869 1879 3'UTR
99757868 1880 3'UTR
99757867 1881 3'UTR
99757866 1882 3'UTR
99757865 1883 3'UTR
99757864 1884 3'UTR
99757863 1885 3'UTR
99757862 1886 3'UTR
99757861 1887 3'UTR
99757860 1888 3'UTR
99757859 1889 3'UTR
99757858 1890 3'UTR
99757857 1891 3'UTR
99757856 1892 3'UTR
99757855 1893 3'UTR
99757854 1894 3'UTR
99757853 1895 3'UTR
99757852 1896 3'UTR
99757851 1897 3'UTR
99757850 1898 3'UTR
99757849 1899 3'UTR
99757848 1900 3'UTR
99757847 1901 3'UTR
99757846 1902 3'UTR
99757845 1903 3'UTR
99757844 1904 3'UTR
99757843 1905 3'UTR
99757842 1906 3'UTR
99757841 1907 3'UTR
99757840 1908 3'UTR
99757839 1909 3'UTR
99757838 1910 3'UTR
99757837 1911 3'UTR
99757836 1912 3'UTR
99757835 1913 3'UTR
99757834 1914 3'UTR
99757833 1915 3'UTR
99757832 1916 3'UTR
99757831 1917 3'UTR
99757830 1918 3'UTR
99757829 1919 3'UTR
99757828 1920 3'UTR
99757827 1921 3'UTR
99757826 1922 3'UTR
99757825 1923 3'UTR
99757824 1924 3'UTR
99757823 1925 3'UTR
99757822 1926 3'UTR
99757821 1927 3'UTR
99757820 1928 3'UTR
99757819 1929 3'UTR
99757818 1930 3'UTR
99757817 1931 3'UTR
99757816 1932 3'UTR
99757815 1933 3'UTR
99757814 1934 3'UTR
99757813 1935 3'UTR
99757812 1936 3'UTR
99757811 1937 3'UTR
99757810 1938 3'UTR
99757809 1939 3'UTR
99757808 1940 3'UTR
99757807 1941 3'UTR
99757806 1942 3'UTR
99757805 1943 3'UTR
99757804 1944 3'UTR
99757803 1945 3'UTR
99757802 1946 3'UTR
99757801 1947 3'UTR
99757800 1948 3'UTR
99757799 1949 3'UTR
99757798 1950 3'UTR
99757797 1951 3'UTR
99757796 1952 3'UTR
99757795 1953 3'UTR
99757794 1954 3'UTR
99757793 1955 3'UTR
99757792 1956 3'UTR
99757791 1957 3'UTR
99757790 1958 3'UTR
99757789 1959 3'UTR
99757788 1960 3'UTR
99757787 1961 3'UTR
99757786 1962 3'UTR
99757785 1963 3'UTR
99757784 1964 3'UTR
99757783 1965 3'UTR
99757782 1966 3'UTR
99757781 1967 3'UTR
99757780 1968 3'UTR
99757779 1969 3'UTR
99757778 1970 3'UTR
99757777 1971 3'UTR
99757776 1972 3'UTR
99757775 1973 3'UTR
99757774 1974 3'UTR
99757773 1975 3'UTR
99757772 1976 3'UTR
99757771 1977 3'UTR
99757770 1978 3'UTR
99757769 1979 3'UTR
99757768 1980 3'UTR
99757767 1981 3'UTR
99757766 1982 3'UTR
99757765 1983 3'UTR
99757764 1984 3'UTR
99757763 1985 3'UTR
99757762 1986 3'UTR
99757761 1987 3'UTR
99757760 1988 3'UTR
99757759 1989 3'UTR
99757758 1990 3'UTR
99757757 1991 3'UTR
99757756 1992 3'UTR
99757755 1993 3'UTR
99757754 1994 3'UTR
99757753 1995 3'UTR
99757752 1996 3'UTR
99757751 1997 3'UTR
99757750 1998 3'UTR
99757749 1999 3'UTR
99757748 2000 3'UTR
99757747 2001 3'UTR
99757746 2002 3'UTR
99757745 2003 3'UTR
99757744 2004 3'UTR
99757743 2005 3'UTR
99757742 2006 3'UTR
99757741 2007 3'UTR
99757740 2008 3'UTR
99757739 2009 3'UTR
99757738 2010 3'UTR
99757737 2011 3'UTR
99757736 2012 3'UTR
99757735 2013 3'UTR
99757734 2014 3'UTR
99757733 2015 3'UTR
99757732 2016 3'UTR
99757731 2017 3'UTR
99757730 2018 3'UTR
99757729 2019 3'UTR
99757728 2020 3'UTR
99757727 2021 3'UTR
99757726 2022 3'UTR
99757725 2023 3'UTR
99757724 2024 3'UTR
99757723 2025 3'UTR
99757722 2026 3'UTR
99757721 2027 3'UTR
99757720 2028 3'UTR
99757719 2029 3'UTR
99757718 2030 3'UTR
99757717 2031 3'UTR
99757716 2032 3'UTR
99757715 2033 3'UTR
99757714 2034 3'UTR
99757713 2035 3'UTR
99757712 2036 3'UTR
99757711 2037 3'UTR
99757710 2038 3'UTR
99757709 2039 3'UTR
99757708 2040 3'UTR
99757707 2041 3'UTR
99757706 2042 3'UTR
99757705 2043 3'UTR
99757704 2044 3'UTR
99757703 2045 3'UTR
99757702 2046 3'UTR
99757701 2047 3'UTR
99757700 2048 3'UTR
99757699 2049 3'UTR
99757698 2050 3'UTR
99757697 2051 3'UTR
99757696 2052 3'UTR
99757695 2053 3'UTR
99757694 2054 3'UTR
99757693 2055 3'UTR
99757692 2056 3'UTR
99757691 2057 3'UTR
99757690 2058 3'UTR
99757689 2059 3'UTR
99757688 2060 3'UTR
99757687 2061 3'UTR
99757686 2062 3'UTR
99757685 2063 3'UTR
99757684 2064 3'UTR
99757683 2065 3'UTR
99757682 2066 3'UTR
99757681 2067 3'UTR
99757680 2068 3'UTR
99757679 2069 3'UTR
99757678 2070 3'UTR
99757677 2071 3'UTR
99757676 2072 3'UTR
99757675 2073 3'UTR
99757674 2074 3'UTR
99757673 2075 3'UTR
99757672 2076 3'UTR
99757671 2077 3'UTR
99757670 2078 3'UTR
99757669 2079 3'UTR
99757668 2080 3'UTR
99757667 2081 3'UTR
99757666 2082 3'UTR
99757665 2083 3'UTR
99757664 2084 3'UTR
99757663 2085 3'UTR
99757662 2086 3'UTR
99757661 2087 3'UTR
99757660 2088 3'UTR
99757659 2089 3'UTR
99757658 2090 3'UTR
99757657 2091 3'UTR
99757656 2092 3'UTR
99757655 2093 3'UTR
99757654 2094 3'UTR
99757653 2095 3'UTR
99757652 2096 3'UTR
99757651 2097 3'UTR
99757650 2098 3'UTR
99757649 2099 3'UTR
99757648 2100 3'UTR
99757647 2101 3'UTR
99757646 2102 3'UTR
99757645 2103 3'UTR
99757644 2104 3'UTR
99757643 2105 3'UTR
99757642 2106 3'UTR
99757641 2107 3'UTR
99757640 2108 3'UTR
99757639 2109 3'UTR
99757638 2110 3'UTR
99757637 2111 3'UTR
99757636 2112 3'UTR
99757635 2113 3'UTR
99757634 2114 3'UTR
99757633 2115 3'UTR
99757632 2116 3'UTR
99757631 2117 3'UTR
99757630 2118 3'UTR
99757629 2119 3'UTR
99757628 2120 3'UTR
99757627 2121 3'UTR
99757626 2122 3'UTR
99757625 2123 3'UTR
99757624 2124 3'UTR
99757623 2125 3'UTR
99757622 2126 3'UTR
99757621 2127 3'UTR
99757620 2128 3'UTR
99757619 2129 3'UTR
99757618 2130 3'UTR
99757617 2131 3'UTR
99757616 2132 3'UTR
99757615 2133 3'UTR
99757614 2134 3'UTR
99757613 2135 3'UTR
99757612 2136 3'UTR
99757611 2137 3'UTR
99757610 2138 3'UTR
99757609 2139 3'UTR
99757608 2140 3'UTR
99757607 2141 3'UTR
99757606 2142 3'UTR
99757605 2143 3'UTR
99757604 2144 3'UTR
99757603 2145 3'UTR
99757602 2146 3'UTR
99757601 2147 3'UTR
99757600 2148 3'UTR
99757599 2149 3'UTR
99757598 2150 3'UTR
99757597 2151 3'UTR
99757596 2152 3'UTR
99757595 2153 3'UTR
99757594 2154 3'UTR
99757593 2155 3'UTR
99757592 2156 3'UTR
99757591 2157 3'UTR
99757590 2158 3'UTR
99757589 2159 3'UTR
99757588 2160 3'UTR
99757587 2161 3'UTR
99757586 2162 3'UTR
99757585 2163 3'UTR
99757584 2164 3'UTR
99757583 2165 3'UTR
99757582 2166 3'UTR
99757581 2167 3'UTR
99757580 2168 3'UTR
99757579 2169 3'UTR
99757578 2170 3'UTR
99757577 2171 3'UTR
99757576 2172 3'UTR
99757575 2173 3'UTR
99757574 2174 3'UTR
99757573 2175 3'UTR
99757572 2176 3'UTR
99757571 2177 3'UTR
99757570 2178 3'UTR
99757569 2179 3'UTR
99757568 2180 3'UTR
99757567 2181 3'UTR
99757566 2182 3'UTR
99757565 2183 3'UTR
99757564 2184 3'UTR
99757563 2185 3'UTR
99757562 2186 3'UTR
99757561 2187 3'UTR
99757560 2188 3'UTR
99757559 2189 3'UTR
99757558 2190 3'UTR
99757557 2191 3'UTR
99757556 2192 3'UTR
99757555 2193 3'UTR
99757554 2194 3'UTR
99757553 2195 3'UTR
99757552 2196 3'UTR
99757551 2197 3'UTR
99757550 2198 3'UTR
99757549 2199 3'UTR
99757548 2200 3'UTR
99757547 2201 3'UTR
99757546 2202 3'UTR
99757545 2203 3'UTR
99757544 2204 3'UTR
99757543 2205 3'UTR
99757542 2206 3'UTR
99757541 2207 3'UTR
99757540 2208 3'UTR
99757539 2209 3'UTR
99757538 2210 3'UTR
99757537 2211 3'UTR
99757536 2212 3'UTR
99757535 2213 3'UTR
99757534 2214 3'UTR
99757533 2215 3'UTR
99757532 2216 3'UTR
99757531 2217 3'UTR
99757530 2218 3'UTR
99757529 2219 3'UTR
99757528 2220 3'UTR
99757527 2221 3'UTR
99757526 2222 3'UTR
99757525 2223 3'UTR
99757524 2224 3'UTR
99757523 2225 3'UTR
99757522 2226 3'UTR
99757521 2227 3'UTR
99757520 2228 3'UTR
99757519 2229 3'UTR
99757518 2230 3'UTR
99757517 2231 3'UTR
99757516 2232 3'UTR
99757515 2233 3'UTR
99757514 2234 3'UTR
99757513 2235 3'UTR
99757512 2236 3'UTR
99757511 2237 3'UTR
99757510 2238 3'UTR
99757509 2239 3'UTR
99757508 2240 3'UTR
99757507 2241 3'UTR
99757506 2242 3'UTR
99757505 2243 3'UTR
99757504 2244 3'UTR
99757503 2245 3'UTR
99757502 2246 3'UTR
99757501 2247 3'UTR
99757500 2248 3'UTR
99757499 2249 3'UTR
99757498 2250 3'UTR
99757497 2251 3'UTR
99757496 2252 3'UTR
99757495 2253 3'UTR
99757494 2254 3'UTR
99757493 2255 3'UTR
99757492 2256 3'UTR
99757491 2257 3'UTR
99757490 2258 3'UTR
99757489 2259 3'UTR
99757488 2260 3'UTR
99757487 2261 3'UTR
99757486 2262 3'UTR
99757485 2263 3'UTR
99757484 2264 3'UTR
99757483 2265 3'UTR
99757482 2266 3'UTR
99757481 2267 3'UTR
99757480 2268 3'UTR
99757479 2269 3'UTR
99757478 2270 3'UTR
99757477 2271 3'UTR
99757476 2272 3'UTR
99757475 2273 3'UTR
99757474 2274 3'UTR
99757473 2275 3'UTR
99757472 2276 3'UTR
99757471 2277 3'UTR
99757470 2278 3'UTR
99757469 2279 3'UTR
99757468 2280 3'UTR
99757467 2281 3'UTR
99757466 2282 3'UTR
99757465 2283 3'UTR
99757464 2284 3'UTR
99757463 2285 3'UTR
99757462 2286 3'UTR
99757461 2287 3'UTR
99757460 2288 3'UTR
99757459 2289 3'UTR
99757458 2290 3'UTR
99757457 2291 3'UTR
99757456 2292 3'UTR
99757455 2293 3'UTR
99757454 2294 3'UTR
99757453 2295 3'UTR
99757452 2296 3'UTR
99757451 2297 3'UTR
99757450 2298 3'UTR
99757449 2299 3'UTR
99757448 2300 3'UTR
99757447 2301 3'UTR
99757446 2302 3'UTR
99757445 2303 3'UTR
99757444 2304 3'UTR
99757443 2305 3'UTR
99757442 2306 3'UTR
99757441 2307 3'UTR
99757440 2308 3'UTR
99757439 2309 3'UTR
99757438 2310 3'UTR
99757437 2311 3'UTR
99757436 2312 3'UTR
99757435 2313 3'UTR
99757434 2314 3'UTR
99757433 2315 3'UTR
99757432 2316 3'UTR
99757431 2317 3'UTR
99757430 2318 3'UTR
99757429 2319 3'UTR
99757428 2320 3'UTR
99757427 2321 3'UTR
99757426 2322 3'UTR
99757425 2323 3'UTR
99757424 2324 3'UTR
99757423 2325 3'UTR
99757422 2326 3'UTR
99757421 2327 3'UTR
99757420 2328 3'UTR
99757419 2329 3'UTR
99757418 2330 3'UTR
99757417 2331 3'UTR
99757416 2332 3'UTR
99757415 2333 3'UTR
99757414 2334 3'UTR
99757413 2335 3'UTR
99757412 2336 3'UTR
99757411 2337 3'UTR
99757410 2338 3'UTR
99757409 2339 3'UTR
99757408 2340 3'UTR
99757407 2341 3'UTR
99757406 2342 3'UTR
99757405 2343 3'UTR
99757404 2344 3'UTR
99757403 2345 3'UTR
99757402 2346 3'UTR
99757401 2347 3'UTR
99757400 2348 3'UTR
99757399 2349 3'UTR
99757398 2350 3'UTR
99757397 2351 3'UTR
99757396 2352 3'UTR
99757395 2353 3'UTR
99757394 2354 3'UTR
99757393 2355 3'UTR
99757392 2356 3'UTR
99757391 2357 3'UTR
99757390 2358 3'UTR
99757389 2359 3'UTR
99757388 2360 3'UTR
99757387 2361 3'UTR
99757386 2362 3'UTR
99757385 2363 3'UTR
99757384 2364 3'UTR
99757383 2365 3'UTR
99757382 2366 3'UTR
99757381 2367 3'UTR
99757380 2368 3'UTR
99757379 2369 3'UTR
99757378 2370 3'UTR
99757377 2371 3'UTR
99757376 2372 3'UTR
99757375 2373 3'UTR
99757374 2374 3'UTR
99757373 2375 3'UTR
99757372 2376 3'UTR
99757371 2377 3'UTR
99757370 2378 3'UTR
99757369 2379 3'UTR
99757368 2380 3'UTR
99757367 2381 3'UTR
99757366 2382 3'UTR
99757365 2383 3'UTR
99757364 2384 3'UTR
99757363 2385 3'UTR
99757362 2386 3'UTR
99757361 2387 3'UTR
99757360 2388 3'UTR
99757359 2389 3'UTR
99757358 2390 3'UTR
99757357 2391 3'UTR
99757356 2392 3'UTR
99757355 2393 3'UTR
99757354 2394 3'UTR
99757353 2395 3'UTR
99757352 2396 3'UTR
99757351 2397 3'UTR
99757350 2398 3'UTR
99757349 2399 3'UTR
99757348 2400 3'UTR
99757347 2401 3'UTR
99757346 2402 3'UTR
99757345 2403 3'UTR
99757344 2404 3'UTR
99757343 2405 3'UTR
99757342 2406 3'UTR
99757341 2407 3'UTR
99757340 2408 3'UTR
99757339 2409 3'UTR
99757338 2410 3'UTR
99757337 2411 3'UTR
99757336 2412 3'UTR
99757335 2413 3'UTR
99757334 2414 3'UTR
99757333 2415 3'UTR
99757332 2416 3'UTR
99757331 2417 3'UTR
99757330 2418 3'UTR
99757329 2419 3'UTR
99757328 2420 3'UTR
99757327 2421 3'UTR
99757326 2422 3'UTR
99757325 2423 3'UTR
99757324 2424 3'UTR
99757323 2425 3'UTR
99757322 2426 3'UTR
99757321 2427 3'UTR
99757320 2428 3'UTR
99757319 2429 3'UTR
99757318 2430 3'UTR
99757317 2431 3'UTR
99757316 2432 3'UTR
99757315 2433 3'UTR
99757314 2434 3'UTR
99757313 2435 3'UTR
99757312 2436 3'UTR
99757311 2437 3'UTR
99757310 2438 3'UTR
99757309 2439 3'UTR
99757308 2440 3'UTR
99757307 2441 3'UTR
99757306 2442 3'UTR
99757305 2443 3'UTR
99757304 2444 3'UTR
99757303 2445 3'UTR
99757302 2446 3'UTR
99757301 2447 3'UTR
99757300 2448 3'UTR
99757299 2449 3'UTR
99757298 2450 3'UTR
99757297 2451 3'UTR
99757296 2452 3'UTR
99757295 2453 3'UTR
99757294 2454 3'UTR
99757293 2455 3'UTR
99757292 2456 3'UTR
99757291 2457 3'UTR
99757290 2458 3'UTR
99757289 2459 3'UTR
99757288 2460 3'UTR
99757287 2461 3'UTR
99757286 2462 3'UTR
99757285 2463 3'UTR
99757284 2464 3'UTR
99757283 2465 3'UTR
99757282 2466 3'UTR
99757281 2467 3'UTR
99757280 2468 3'UTR
99757279 2469 3'UTR
99757278 2470 3'UTR
99757277 2471 3'UTR
99757276 2472 3'UTR
99757275 2473 3'UTR
99757274 2474 3'UTR
99757273 2475 3'UTR
99757272 2476 3'UTR
99757271 2477 3'UTR
99757270 2478 3'UTR
99757269 2479 3'UTR
99757268 2480 3'UTR
99757267 2481 3'UTR
99757266 2482 3'UTR
99757265 2483 3'UTR
99757264 2484 3'UTR
99757263 2485 3'UTR
99757262 2486 3'UTR
99757261 2487 3'UTR
99757260 2488 3'UTR
99757259 2489 3'UTR
99757258 2490 3'UTR
99757257 2491 3'UTR
99757256 2492 3'UTR
99757255 2493 3'UTR
99757254 2494 3'UTR
99757253 2495 3'UTR
99757252 2496 3'UTR
99757251 2497 3'UTR
99757250 2498 3'UTR
99757249 2499 3'UTR
99757248 2500 3'UTR
99757247 2501 3'UTR
99757246 2502 3'UTR
99757245 2503 3'UTR
99757244 2504 3'UTR
99757243 2505 3'UTR
99757242 2506 3'UTR
99757241 2507 3'UTR
99757240 2508 3'UTR
99757239 2509 3'UTR
99757238 2510 3'UTR
99757237 2511 3'UTR
99757236 2512 3'UTR
99757235 2513 3'UTR
99757234 2514 3'UTR
99757233 2515 3'UTR
99757232 2516 3'UTR
99757231 2517 3'UTR
99757230 2518 3'UTR
99757229 2519 3'UTR
99757228 2520 3'UTR
99757227 2521 3'UTR
99757226 2522 3'UTR
99757225 2523 3'UTR
99757224 2524 3'UTR
99757223 2525 3'UTR
99757222 2526 3'UTR
99757221 2527 3'UTR
99757220 2528 3'UTR
99757219 2529 3'UTR
99757218 2530 3'UTR
99757217 2531 3'UTR
99757216 2532 3'UTR
99757215 2533 3'UTR
99757214 2534 3'UTR
99757213 2535 3'UTR
99757212 2536 3'UTR
99757211 2537 3'UTR
99757210 2538 3'UTR
99757209 2539 3'UTR
99757208 2540 3'UTR
99757207 2541 3'UTR
99757206 2542 3'UTR
99757205 2543 3'UTR
99757204 2544 3'UTR
99757203 2545 3'UTR
99757202 2546 3'UTR
99757201 2547 3'UTR
99757200 2548 3'UTR
99757199 2549 3'UTR
99757198 2550 3'UTR
99757197 2551 3'UTR
99757196 2552 3'UTR
99757195 2553 3'UTR
99757194 2554 3'UTR
99757193 2555 3'UTR
99757192 2556 3'UTR
99757191 2557 3'UTR
99757190 2558 3'UTR
99757189 2559 3'UTR
99757188 2560 3'UTR
99757187 2561 3'UTR
99757186 2562 3'UTR
99757185 2563 3'UTR
99757184 2564 3'UTR
99757183 2565 3'UTR
99757182 2566 3'UTR
99757181 2567 3'UTR
99757180 2568 3'UTR
99757179 2569 3'UTR
99757178 2570 3'UTR
99757177 2571 3'UTR
99757176 2572 3'UTR
99757175 2573 3'UTR
99757174 2574 3'UTR
99757173 2575 3'UTR
99757172 2576 3'UTR
